  t1l[MeV]   th1l[deg]   ph1l[deg] t2l[MeV]   th2l[deg]   ph2l[deg] pbl[MeV/c] thbl[deg]   phbl[deg] pr[MeV/c] isol tdx[ub/(MeVsr2)]      Ay
  251.0000    32.5000     0.0000   116.3537     0.0000   180.0000   422.1780   111.5259   180.0000  -422.1780   1     0.11128E+00       -0.2567
  251.0000    32.5000     0.0000   116.5089     0.5000   180.0000   418.3873   111.7783   180.0000  -418.3873   1     0.12637E+00       -0.2428
  251.0000    32.5000     0.0000   116.6632     1.0000   180.0000   414.5849   112.0305   180.0000  -414.5849   1     0.13560E+00       -0.2297
  251.0000    32.5000     0.0000   116.8165     1.5000   180.0000   410.7712   112.2826   180.0000  -410.7712   1     0.15262E+00       -0.2161
  251.0000    32.5000     0.0000   116.9689     2.0000   180.0000   406.9461   112.5346   180.0000  -406.9461   1     0.16286E+00       -0.2021
  251.0000    32.5000     0.0000   117.1203     2.5000   180.0000   403.1097   112.7865   180.0000  -403.1097   1     0.18173E+00       -0.1888
  251.0000    32.5000     0.0000   117.2707     3.0000   180.0000   399.2621   113.0382   180.0000  -399.2621   1     0.20189E+00       -0.1755
  251.0000    32.5000     0.0000   117.4201     3.5000   180.0000   395.4034   113.2898   180.0000  -395.4034   1     0.21323E+00       -0.1605
  251.0000    32.5000     0.0000   117.5685     4.0000   180.0000   391.5337   113.5413   180.0000  -391.5337   1     0.23491E+00       -0.1473
  251.0000    32.5000     0.0000   117.7158     4.5000   180.0000   387.6531   113.7925   180.0000  -387.6531   1     0.24659E+00       -0.1308
  251.0000    32.5000     0.0000   117.8620     5.0000   180.0000   383.7617   114.0436   180.0000  -383.7617   1     0.26942E+00       -0.1175
  251.0000    32.5000     0.0000   118.0072     5.5000   180.0000   379.8595   114.2945   180.0000  -379.8595   1     0.28116E+00       -0.0995
  251.0000    32.5000     0.0000   118.1513     6.0000   180.0000   375.9466   114.5451   180.0000  -375.9466   1     0.30469E+00       -0.0860
  251.0000    32.5000     0.0000   118.2943     6.5000   180.0000   372.0232   114.7955   180.0000  -372.0232   1     0.32883E+00       -0.0724
  251.0000    32.5000     0.0000   118.4362     7.0000   180.0000   368.0893   115.0457   180.0000  -368.0893   1     0.34000E+00       -0.0524
  251.0000    32.5000     0.0000   118.5769     7.5000   180.0000   364.1451   115.2957   180.0000  -364.1451   1     0.36400E+00       -0.0383
  251.0000    32.5000     0.0000   118.7165     8.0000   180.0000   360.1906   115.5453   180.0000  -360.1906   1     0.37402E+00       -0.0170
  251.0000    32.5000     0.0000   118.8549     8.5000   180.0000   356.2259   115.7947   180.0000  -356.2259   1     0.39729E+00       -0.0024
  251.0000    32.5000     0.0000   118.9921     9.0000   180.0000   352.2511   116.0437   180.0000  -352.2511   1     0.40611E+00        0.0202
  251.0000    32.5000     0.0000   119.1281     9.5000   180.0000   348.2663   116.2925   180.0000  -348.2663   1     0.42816E+00        0.0353
  251.0000    32.5000     0.0000   119.2629    10.0000   180.0000   344.2717   116.5408   180.0000  -344.2717   1     0.43581E+00        0.0590
  251.0000    32.5000     0.0000   119.3965    10.5000   180.0000   340.2672   116.7888   180.0000  -340.2672   1     0.45634E+00        0.0743
  251.0000    32.5000     0.0000   119.5288    11.0000   180.0000   336.2531   117.0365   180.0000  -336.2531   1     0.47629E+00        0.0898
  251.0000    32.5000     0.0000   119.6599    11.5000   180.0000   332.2294   117.2837   180.0000  -332.2294   1     0.48162E+00        0.1125
  251.0000    32.5000     0.0000   119.7897    12.0000   180.0000   328.1962   117.5304   180.0000  -328.1962   1     0.50026E+00        0.1272
  251.0000    32.5000     0.0000   119.9182    12.5000   180.0000   324.1537   117.7768   180.0000  -324.1537   1     0.50561E+00        0.1473
  251.0000    32.5000     0.0000   120.0454    13.0000   180.0000   320.1018   118.0226   180.0000  -320.1018   1     0.52398E+00        0.1597
  251.0000    32.5000     0.0000   120.1713    13.5000   180.0000   316.0408   118.2679   180.0000  -316.0408   1     0.53132E+00        0.1744
  251.0000    32.5000     0.0000   120.2959    14.0000   180.0000   311.9708   118.5126   180.0000  -311.9708   1     0.55153E+00        0.1820
  251.0000    32.5000     0.0000   120.4191    14.5000   180.0000   307.8918   118.7568   180.0000  -307.8918   1     0.56455E+00        0.1872
